x,y,z,l,w,h,r
1.38,1.49,3.32,2.32,1.67,37.43,-1.6
1.5,1.62,3.89,3.21,1.67,23.59,-1.6
1.69,1.58,3.95,3.61,1.65,7.05,-1.59
1.48,1.36,3.51,16.76,1.71,35.34,-2.27
1.66,1.56,3.42,13.52,1.76,18.15,-0.76
1.45,1.64,4.21,22.7,1.73,36.43,2.36
1.61,1.66,3.2,0.09,1.73,21.07,-1.54
1.26,1.6,3.56,-1.19,2.37,74.12,-1.6
1.36,1.69,3.38,0.05,1.57,24.41,-1.57
1.42,1.61,4.03,-5.04,1.64,13.47,-2.58
1.76,1.74,4.16,-4.93,1.6,23.86,-2.47
1.83,1.64,3.71,-4.89,1.52,27.13,-2.33
1.8,1.63,3.79,-4.79,1.56,37.66,-2.43
1.52,1.67,3.61,-0.21,1.63,37.39,-1.56
1.36,1.69,3.38,-0.3,1.61,23.26,-1.57
1.46,1.59,3.65,-2.61,1.65,3.12,-1.59
1.4,1.6,3.35,-2.82,1.67,7.83,-1.56
1.37,1.52,3.3,-5.96,1.73,9.79,0.69
1.4,1.61,3.55,-6.44,1.71,13.2,0.72
1.4,1.52,3.76,-6.4,1.69,20.54,0.71
1.57,1.64,3.49,-6.35,1.72,23.42,0.62
1.38,1.55,3.89,-6.77,1.73,31.37,0.79
1.3,1.55,3.51,-2.72,1.65,30.78,-1.54
1.57,1.67,4.2,-6.77,1.71,41.56,0.59
1.56,1.48,3.36,2.82,1.67,3.97,-1.57
1.38,1.55,3.6,2.48,1.63,22.09,-1.58
1.35,1.66,4.09,-15.12,1.79,22.08,1.58
1.52,1.67,3.61,-0.22,1.69,35.5,-1.58
1.44,1.52,3.66,-15.34,1.74,37.02,1.59
1.54,1.64,4.15,-6.82,1.57,7.84,0.01
1.61,1.46,2.33,-6.76,1.51,10.14,3.08
1.5,1.66,4.4,-5.83,1.56,12.54,-0.05
1.41,1.62,4.19,2.68,1.64,11.21,-1.57
1.42,1.59,3.21,6.37,1.6,16.09,0.07
1.54,1.66,4.16,-6.46,1.6,22.69,3.11
1.32,1.63,4.1,2.55,1.65,54.49,-1.58
1.58,1.56,4.25,-6.09,1.53,48.13,0.01
1.5,1.62,3.88,5.88,1.67,39.97,-0.02
1.55,1.58,3.51,6.48,1.63,30.39,-0.07
1.45,1.45,3.4,-8.95,1.94,12.49,1.66
1.75,1.71,4.31,-8.92,1.98,17.32,1.58
1.53,1.66,4.01,-8.57,1.93,27.03,1.58
1.48,1.6,3.9,-8.34,1.96,32.21,1.61
1.61,1.67,4.56,-7.69,1.96,52.02,1.61
1.56,1.55,3.64,-2.78,1.73,7.86,1.6
1.91,1.66,4.22,-2.42,1.71,13.39,1.57
1.83,1.69,4.28,-1.77,1.79,19.4,1.61
1.51,1.63,4.03,0.49,1.91,34.96,1.8
2.17,1.71,4.33,-8.62,2.09,23.57,1.61
1.73,1.6,4.11,-7.96,2.15,31.99,1.64
1.47,1.63,4.11,-7.27,2.01,41.34,1.65
1.8,1.61,3.83,-6.52,2.01,48.09,1.67
1.54,1.63,3.67,5.77,1.63,48.93,-1.38
1.58,1.67,3.84,3.03,1.65,3.65,-1.6
1.53,1.67,3.78,-2.39,1.7,14.41,1.65
2.05,1.5,3.83,3.26,1.67,8.39,-1.5
1.88,1.57,3.71,5.16,1.7,24.14,-1.49
1.7,1.62,3.76,6.42,1.69,33.7,-1.46
1.6,1.68,3.94,-3.02,1.76,5.21,1.58
1.42,1.66,4.11,-2.99,1.92,34.15,1.57
1.66,1.66,3.98,2.23,1.72,18.27,-1.65
1.41,1.51,3.45,-0.28,1.85,55.56,-1.75
1.48,1.63,3.43,4.57,1.63,5.93,-0.03
1.54,1.69,3.34,-7.69,1.54,7.84,3.06
1.7,1.62,4.01,-8.05,1.61,10.23,3.01
1.91,1.51,3.49,-7.74,1.59,12.74,-0.09
1.78,1.65,3.75,-9.52,1.57,18.97,2.93
1.66,1.66,3.98,-7.39,1.82,43.12,-1.98
1.4,1.45,3.3,-4.05,1.74,16.55,1.56
1.4,1.63,3.89,-1.53,1.67,17.03,1.61
1.38,1.33,4.32,-4.17,1.8,40.28,1.56
1.66,1.73,3.05,0.0,1.57,38.88,-1.57
1.49,1.64,4.17,2.16,1.54,13.74,-1.63
1.44,1.65,4.25,-3.45,1.59,4.79,-1.63
1.47,1.58,3.55,-9.21,1.8,17.18,-3.14
1.6,1.75,3.89,-3.3,1.64,27.24,-1.63
1.59,1.64,4.03,1.89,1.66,26.21,-1.68
1.46,1.56,3.21,-3.8,1.68,40.81,-1.54
1.83,1.75,4.52,1.41,1.64,43.19,-1.55
1.73,1.69,3.88,-9.08,1.87,9.09,2.49
1.43,1.57,2.43,-9.31,1.67,14.4,2.65
1.48,1.74,3.77,-8.81,1.68,17.21,2.76
1.55,1.54,3.06,-8.03,1.72,29.06,1.57
1.47,1.72,4.33,-8.33,1.7,34.02,1.51
1.45,1.77,4.04,-3.33,1.78,8.62,1.55
1.54,1.64,4.01,-8.03,2.25,7.84,-3.06
1.56,1.56,3.6,-2.56,1.89,6.93,1.65
1.7,1.43,3.2,-4.02,2.11,12.55,1.55
1.68,1.63,3.9,-9.15,3.1,58.59,1.35
1.47,1.58,3.55,-0.24,1.83,7.15,-2.21
1.37,1.7,4.38,-3.01,2.03,11.2,-2.22
1.4,1.56,3.91,-5.86,2.29,14.65,-2.23
1.6,1.65,3.77,-9.43,2.51,18.63,-2.24
1.37,1.61,4.26,-17.47,3.01,28.59,-2.21
1.47,1.74,4.26,-8.26,1.87,21.13,3.09
1.36,1.68,4.49,-6.8,1.95,67.12,0.1
1.5,1.7,4.21,-3.64,2.06,44.9,1.59
1.77,1.77,5.1,4.06,1.56,13.15,-1.53
1.39,1.55,3.65,-4.61,1.75,3.99,1.59
1.46,1.63,3.92,-4.54,1.71,8.61,1.59
1.47,1.66,3.76,-3.34,1.49,35.26,1.64
1.41,1.66,3.86,4.29,1.51,19.31,-1.51
1.59,1.59,3.34,4.59,1.48,24.97,-1.57
1.47,1.6,3.7,4.85,1.43,30.15,-1.51
1.49,1.64,3.52,5.18,1.43,35.58,-1.52
1.45,1.6,3.2,-0.93,1.22,62.26,1.68
1.45,1.6,4.23,4.32,1.6,21.91,-0.04
1.48,1.72,3.99,4.19,1.71,44.13,-3.1
1.65,1.56,3.98,-5.63,1.99,63.09,1.56
1.5,1.78,3.69,-3.16,1.68,3.36,-1.56
1.51,1.75,4.45,21.03,0.62,22.68,0.09
1.44,1.64,3.68,-5.01,1.05,31.95,1.01
1.63,1.78,4.54,-13.17,1.64,20.87,1.46
1.57,1.56,2.62,2.01,1.55,16.48,-1.54
1.38,1.62,4.06,-3.69,1.78,2.4,1.61
1.49,1.53,3.88,-3.32,1.81,17.31,1.69
1.45,1.6,4.23,-10.96,2.94,42.65,-0.41
1.48,1.8,4.31,15.38,2.8,77.34,-1.4
1.69,1.88,4.5,4.19,2.19,48.51,1.74
1.8,1.74,4.96,3.54,1.58,1.63,-1.5
1.61,1.56,4.12,4.65,1.35,12.34,-1.4
1.38,1.66,4.38,-6.13,1.92,18.22,0.03
1.48,1.86,4.18,3.83,1.58,14.27,0.04
1.74,1.66,4.37,3.69,1.67,17.58,-0.03
1.47,1.67,4.28,-7.09,2.05,28.7,-3.08
1.38,1.67,4.37,-7.29,2.1,34.61,3.04
1.46,1.58,3.93,2.85,1.56,1.63,-1.61
1.5,1.68,4.03,-5.37,1.79,5.01,1.57
1.6,1.7,3.56,2.52,1.57,8.66,-1.61
1.52,1.73,3.89,2.12,1.59,13.86,-1.66
1.44,1.6,3.79,-5.75,1.85,15.22,1.48
1.42,1.51,3.71,-6.42,1.82,20.98,1.48
1.37,1.51,3.49,1.55,1.57,19.19,-1.65
1.56,1.65,3.69,7.08,1.6,33.6,-1.44
1.52,1.54,4.5,3.1,1.88,10.81,-1.63
1.7,1.43,3.2,-3.22,1.9,3.71,1.57
1.68,1.63,3.9,-5.31,2.22,50.08,1.42
1.65,1.67,3.64,-0.49,1.95,46.87,-1.59
1.68,1.67,3.87,-9.27,2.02,25.53,1.53
1.61,1.51,4.5,-3.62,2.02,53.67,-1.59
1.66,1.73,3.05,0.22,1.96,44.84,-1.57
1.44,1.63,3.43,-12.7,2.17,31.06,1.58
1.48,1.87,4.74,-5.66,1.85,10.78,1.58
1.48,1.57,3.64,8.08,1.4,8.92,2.55
1.36,1.65,3.8,2.67,1.58,0.93,-1.61
1.46,1.49,3.63,7.82,1.45,11.74,2.57
1.71,1.67,3.7,6.38,1.42,14.69,3.11
1.64,1.63,4.51,-4.32,1.85,9.96,1.48
1.6,1.66,4.33,-4.66,1.86,15.71,1.52
1.66,1.73,3.05,-0.16,2.02,48.08,-1.57
1.66,1.73,3.05,0.12,1.98,41.31,-1.57
1.5,1.8,3.46,-13.41,2.28,31.14,1.55
1.54,1.66,3.72,-13.2,2.42,52.0,1.58
1.43,1.56,3.5,-16.47,2.57,49.67,1.57
1.46,1.52,3.48,-3.87,1.85,5.62,1.51
1.39,1.6,3.8,-3.75,1.82,10.35,1.58
1.46,1.6,4.52,3.01,1.56,5.33,-1.59
1.48,1.56,3.46,3.03,1.53,10.77,-1.57
2.05,1.8,3.95,12.74,1.28,18.07,-2.98
1.51,1.53,3.38,2.65,1.72,32.28,-1.73
1.39,1.54,3.42,-0.11,1.89,47.13,-1.89
1.56,1.39,3.73,-3.31,1.98,62.08,2.39
1.69,1.58,3.95,2.16,1.66,53.12,-1.61
1.41,1.57,3.23,2.78,1.67,42.65,-1.6
1.45,1.61,4.2,6.68,1.65,40.88,-1.62
1.48,1.36,3.51,12.6,1.6,41.04,-2.14
1.7,1.82,4.45,-3.82,1.66,10.96,1.58
1.57,1.56,2.62,3.24,1.32,34.46,-1.38
1.43,1.68,4.19,1.72,1.13,51.25,1.82
1.69,1.59,3.77,2.99,1.58,4.26,-1.64
1.47,1.74,4.41,-4.82,1.88,6.45,1.54
1.49,1.71,3.58,2.35,1.74,16.51,-1.63
1.39,1.81,3.46,-5.06,1.92,22.32,-1.64
1.47,1.55,3.37,1.7,1.81,26.69,-1.62
1.72,1.8,4.16,-5.47,2.08,31.55,-1.64
1.62,1.66,3.81,-6.46,2.26,45.5,1.55
1.61,1.67,3.62,1.19,1.97,42.4,-1.64
1.39,1.54,4.6,2.73,1.63,3.63,-1.61
1.4,1.62,4.26,-3.58,1.84,4.66,1.59
1.46,1.52,3.48,-3.86,1.85,10.05,1.54
1.39,1.6,3.8,-3.75,1.88,14.82,1.57
1.46,1.6,4.52,3.01,1.65,9.81,-1.59
1.48,1.56,3.46,3.06,1.7,15.25,-1.57
2.05,1.8,3.95,12.79,1.55,22.5,-2.98
1.51,1.53,3.38,2.59,1.97,36.73,-1.73
1.39,1.54,3.42,-0.12,2.14,51.48,-1.9
1.56,1.39,3.73,-3.27,2.37,66.56,2.39
1.52,1.61,3.59,-3.47,1.63,5.96,1.53
1.51,1.65,4.28,2.62,1.68,6.55,1.53
1.48,1.64,3.95,-3.49,1.61,15.16,1.56
1.35,1.64,3.84,2.56,1.69,15.57,-1.57
1.42,1.59,4.19,2.52,1.78,25.93,1.57
1.42,1.64,3.63,-3.65,1.67,26.36,1.53
1.5,1.7,3.77,-3.08,1.71,19.97,1.62
1.57,1.55,3.32,-3.67,1.18,50.47,-1.6
1.39,1.52,3.56,-3.51,1.81,11.71,1.59
1.34,1.64,4.57,-4.48,2.08,42.81,1.52
1.52,1.41,4.22,-7.98,2.06,34.49,2.75
1.63,1.78,4.13,-13.63,2.6,35.49,1.56
1.66,1.73,3.05,0.2,1.67,9.38,-1.57
1.47,1.72,4.39,-11.43,1.96,35.85,1.57
1.5,1.62,4.19,-3.62,1.52,6.75,1.53
1.41,1.58,4.36,3.29,2.62,50.35,-1.58
1.57,1.71,3.94,19.23,1.75,24.49,1.55
1.47,1.62,3.36,16.29,1.61,23.75,-1.69
1.62,1.72,3.58,13.74,1.69,24.23,-1.64
1.49,1.53,3.18,0.72,1.1,36.84,-1.62
1.41,1.59,4.47,-3.91,1.76,20.75,1.43
1.79,1.72,4.35,3.39,1.33,11.77,1.48
1.45,1.49,4.07,-4.25,1.75,12.61,1.51
1.27,1.54,3.58,-4.43,1.65,20.97,1.48
1.63,1.65,3.91,-4.75,1.65,27.34,1.51
1.46,1.53,3.17,-0.5,1.3,43.04,-1.63
1.38,1.73,3.97,3.68,1.76,11.01,-1.53
1.5,1.62,4.11,3.88,1.87,16.68,-1.53
1.58,1.68,3.76,-4.01,2.23,26.82,1.66
1.49,1.53,4.38,11.56,1.54,15.96,-2.47
1.61,1.74,4.06,-3.64,2.27,31.9,1.64
1.55,1.8,3.98,12.12,1.57,12.5,-2.47
1.77,1.77,5.1,6.17,2.21,45.44,-1.45
1.5,1.87,4.23,-14.48,2.21,31.72,-0.04
1.48,1.36,3.51,4.47,2.64,59.99,-1.73
1.65,1.67,3.64,-0.86,1.77,46.8,-1.59
1.61,1.51,4.5,-3.41,1.83,39.84,-1.58
1.49,1.67,4.3,-10.85,2.14,52.46,1.51
1.55,1.57,3.51,4.37,1.69,11.37,-0.07
1.53,1.72,4.15,-7.67,1.67,7.34,0.0
1.52,1.57,4.01,-7.74,1.71,12.49,3.07
1.48,1.63,3.43,4.04,1.73,13.85,-0.11
1.7,1.62,4.01,-8.74,1.75,17.34,2.94
1.91,1.51,3.49,-8.53,1.85,19.84,-0.13
1.78,1.65,3.75,-10.67,1.74,26.08,2.88
1.66,1.66,3.98,-9.7,2.17,50.3,-2.02
1.36,1.69,3.38,0.52,1.52,21.33,-1.53
1.48,1.56,3.72,-4.65,1.59,7.55,-2.39
1.4,1.6,3.55,-4.03,1.56,16.98,-2.52
1.46,1.49,3.4,-4.41,1.52,25.07,-2.33
1.43,1.62,3.47,-4.15,1.47,28.04,-2.41
1.37,1.55,3.96,-4.13,1.34,35.74,-2.34
1.66,1.72,4.41,4.1,1.67,6.03,-1.58
1.41,1.61,3.71,4.21,1.67,12.78,-1.58
1.36,1.59,3.85,4.18,1.65,18.08,-1.57
1.72,1.79,3.94,4.37,1.59,23.4,-1.58
1.41,1.58,3.9,-7.91,1.53,15.14,1.71
1.44,1.58,3.25,-7.91,1.52,20.46,1.73
1.52,1.67,3.61,0.69,1.45,35.38,-1.56
1.38,1.59,3.54,-8.12,1.52,10.56,1.54
1.45,1.47,3.52,-8.13,1.45,25.01,1.55
1.53,1.53,3.45,-13.92,1.58,20.68,1.57
1.65,1.67,3.64,-0.91,1.98,31.61,-1.6
1.45,1.62,3.77,-8.27,1.85,11.21,1.56
1.53,1.46,4.18,-8.49,2.07,20.56,1.54
1.59,1.57,3.39,-8.78,2.09,30.97,1.53
1.35,1.63,4.1,-9.07,2.27,42.59,1.56
1.6,1.57,3.23,-1.74,1.71,5.3,-1.1
1.57,1.5,3.68,0.51,1.66,9.15,2.07
1.39,1.44,3.08,5.14,1.79,6.58,-1.09
1.47,1.6,3.66,3.91,1.66,15.29,-1.07
1.7,1.63,4.08,13.21,1.87,32.74,2.18
1.59,1.59,2.47,12.14,2.02,19.25,-1.02
1.46,1.67,3.89,3.23,1.52,1.31,-1.61
1.56,1.63,3.62,-5.76,1.94,15.98,1.59
1.51,1.6,3.54,3.02,1.59,9.83,-1.61
1.53,1.5,3.34,3.11,1.62,15.25,-1.67
1.46,1.43,3.52,-5.67,1.92,21.01,1.56
1.39,1.45,3.44,3.31,1.57,20.72,-1.59
1.54,1.63,3.67,0.53,1.84,46.6,-1.57
1.5,1.59,3.79,2.88,1.63,3.52,-1.59
1.49,1.57,4.07,3.03,1.66,18.83,-1.56
1.57,1.59,3.75,2.98,1.62,8.48,-1.57
1.52,1.51,3.94,-11.69,2.24,23.77,-0.06
1.58,1.56,4.24,-17.33,2.35,23.82,0.02
1.54,1.51,3.58,3.21,1.71,23.6,-1.56
1.49,1.55,3.93,3.38,1.75,37.18,-1.59
1.61,1.66,3.2,0.52,1.69,21.77,-1.54
1.43,1.5,3.38,3.66,1.64,19.32,-1.56
1.41,1.69,4.1,19.57,1.11,27.4,-1.55
1.8,1.67,3.62,19.43,1.06,21.71,-1.55
1.38,1.73,3.97,3.28,1.77,17.69,-1.56
1.74,1.58,3.9,11.55,1.55,16.47,-2.44
1.5,1.62,4.11,3.38,1.85,23.47,-1.54
1.58,1.68,3.76,-4.71,2.11,33.26,1.62
1.49,1.53,4.38,11.09,1.59,22.82,-2.48
1.55,1.8,3.98,11.56,1.58,19.52,-2.46
1.77,1.77,5.1,5.05,2.04,52.28,-1.49
1.5,1.87,4.23,-15.31,2.22,38.07,-0.08
1.6,1.76,3.84,-0.51,1.26,30.12,-1.59
1.6,1.69,3.93,-7.88,1.56,7.14,-1.57
1.36,1.62,3.99,-3.84,1.39,19.19,-1.58
1.5,1.51,3.24,-7.9,1.48,14.06,-1.57
1.51,1.51,3.49,-12.1,1.38,22.35,-1.57
1.47,1.67,4.31,-21.48,2.11,28.03,1.52
1.48,1.44,3.59,-21.54,2.18,33.49,1.53
1.42,1.68,3.38,-21.61,2.18,38.97,1.58
1.38,1.52,4.0,-21.66,2.13,43.93,1.61
1.57,1.47,3.35,-21.68,2.2,49.72,1.57
1.43,1.48,3.33,-21.8,2.13,54.45,1.56
1.5,1.55,4.21,-2.68,1.82,7.99,-1.61
1.82,1.65,3.67,2.42,1.77,7.97,-1.58
1.52,1.51,4.28,2.68,1.78,13.18,-1.58
1.42,1.57,4.1,-3.15,1.71,21.69,1.57
1.43,1.64,4.14,2.29,1.65,18.17,-1.63
1.38,1.53,3.58,-3.48,1.7,42.91,1.53
1.49,1.65,4.06,2.13,1.67,48.45,-1.58
1.58,1.64,3.88,-18.35,2.03,59.44,1.62
1.48,1.56,3.33,13.75,1.51,23.96,-1.64
1.4,1.59,3.35,16.37,1.51,23.86,-1.65
1.44,1.5,3.8,19.16,1.57,24.48,1.54
1.39,1.64,4.51,0.72,0.95,37.69,-1.61
1.46,1.67,4.92,-5.38,1.8,11.03,1.57
1.42,1.73,4.41,-4.69,1.78,29.5,1.66
1.51,1.84,4.1,3.12,1.62,31.55,-1.52
1.76,1.77,4.41,3.33,1.47,70.27,1.93
1.86,1.69,3.69,-6.22,1.74,6.83,-3.1
1.68,1.69,4.07,-6.43,1.72,11.41,-3.13
2.04,1.99,4.82,11.08,1.42,25.07,-1.53
1.49,1.56,3.88,13.84,1.32,25.75,-1.55
1.48,1.56,4.12,-6.48,1.69,16.39,3.14
1.51,1.59,3.5,-6.73,1.68,19.26,3.13
1.74,1.75,4.57,-6.56,1.65,21.44,-3.14
1.72,1.68,4.02,-6.11,1.58,27.8,0.1
1.48,1.86,4.18,4.56,1.18,41.58,0.06
1.6,1.76,3.84,-1.32,1.26,27.93,-1.63
1.58,1.68,3.95,-3.43,1.52,12.07,-1.61
1.42,1.53,4.2,-8.06,1.51,14.09,-1.61
1.39,1.5,3.4,-4.51,1.4,20.27,-1.62
1.43,1.62,4.08,-9.05,1.44,23.71,-1.64
1.39,1.5,4.04,-13.63,1.34,27.2,-1.63
1.95,1.64,4.57,-6.21,1.71,7.54,0.03
1.44,1.66,3.25,2.88,1.7,6.07,-1.59
1.87,1.61,3.53,-6.53,1.68,9.81,-3.14
1.59,1.56,3.5,-6.13,1.68,11.93,0.1
1.72,1.65,4.33,-6.57,1.75,14.56,-3.1
1.57,1.54,4.1,-6.47,1.6,22.22,0.08
1.89,1.59,3.87,-6.3,1.76,27.06,-3.13
1.45,1.59,3.59,2.82,1.66,23.71,-1.59
1.54,1.67,3.72,2.92,1.74,11.63,-1.57
1.66,1.74,3.65,2.76,1.7,34.5,-1.57
1.59,1.63,4.3,-6.39,1.68,34.77,3.11
1.52,1.5,3.85,-3.13,1.58,11.65,1.5
1.43,1.59,3.68,3.03,1.64,17.85,-1.58
1.29,1.59,4.12,-3.56,1.39,24.5,1.54
1.52,1.61,3.59,-3.32,1.38,32.53,1.52
1.51,1.65,4.28,2.89,1.57,33.26,1.55
1.78,1.59,4.33,2.76,1.51,10.71,-1.57
1.53,1.57,3.87,2.79,1.54,16.04,1.53
1.45,1.61,3.34,2.05,1.56,24.88,-1.68
1.48,1.6,3.72,-14.9,2.1,18.92,-1.97
1.34,1.69,3.6,-5.93,1.79,27.38,-1.77
1.69,1.59,3.77,0.87,1.71,31.76,-1.8
1.49,1.71,3.58,-1.5,1.77,43.89,-1.79
2.21,1.76,4.11,-10.52,1.3,37.72,0.98
1.75,1.57,4.07,-8.91,1.27,40.04,-2.22
1.54,1.71,5.03,-6.0,1.05,41.3,-2.19
1.53,1.41,3.4,4.98,0.85,47.69,-2.15
1.69,1.61,3.36,8.15,0.81,49.7,-2.25
1.44,1.62,4.26,11.21,0.89,53.83,-2.25
1.48,1.61,2.86,13.52,0.91,54.35,-2.14
1.41,1.5,3.48,15.52,0.92,55.09,-2.14
1.48,1.48,4.41,17.79,0.81,56.03,1.06
1.5,1.67,3.84,24.95,0.55,60.84,0.85
1.41,1.57,3.36,27.38,0.59,62.24,0.91
1.42,1.58,3.48,5.65,1.59,17.49,-2.08
1.53,1.81,3.33,-17.38,2.43,36.14,1.58
1.38,1.52,4.0,-25.24,2.14,28.36,1.53
1.57,1.47,3.35,-26.0,2.26,33.97,1.45
1.43,1.48,3.33,-26.56,2.36,38.92,1.46
1.62,1.6,4.18,-26.77,2.53,45.01,1.56
1.48,1.35,3.93,-27.7,2.5,51.67,1.56
1.61,1.66,3.2,0.52,1.7,19.81,-1.54
1.78,1.72,4.0,-8.23,2.29,33.53,1.45
1.47,1.69,3.74,-9.13,2.17,16.41,1.4
1.48,1.54,4.07,-13.29,2.56,18.94,1.47
1.43,1.55,4.37,-26.85,3.03,47.13,-0.33
1.48,1.61,3.61,18.71,1.33,47.71,2.23
1.86,1.63,4.2,-2.94,1.57,2.74,1.49
1.37,1.61,4.26,3.06,1.57,6.98,-1.58
1.51,1.55,3.92,-4.18,1.28,24.17,1.53
1.51,1.55,3.71,-3.41,1.51,8.13,1.51
1.5,1.53,3.37,2.98,1.56,12.08,-1.61
1.47,1.56,3.16,2.64,1.43,18.76,-1.64
1.48,1.56,3.62,2.12,1.32,23.33,-1.62
1.39,1.54,4.6,1.87,1.27,29.53,-1.62
1.39,1.6,3.8,-5.05,1.06,40.24,1.52
1.54,1.63,3.67,-0.6,1.96,38.67,-1.58
1.49,1.55,3.93,2.73,1.7,14.01,-1.61
1.54,1.48,3.17,2.43,1.76,19.31,-1.59
1.74,1.62,4.13,2.59,1.89,37.65,-1.57
1.34,1.62,3.67,-7.69,2.0,15.67,1.52
1.51,1.58,4.16,-8.0,2.04,21.27,1.55
1.51,1.65,3.94,-8.07,2.07,28.93,1.57
1.6,1.56,3.45,2.66,1.97,62.37,-1.57
1.67,1.82,4.42,-19.46,2.38,33.94,1.57
1.63,1.87,3.47,-16.19,2.19,44.56,1.59
1.45,1.59,4.28,-2.19,1.5,70.39,1.79
1.43,1.59,4.21,10.44,1.49,63.28,-1.38
1.41,1.59,4.47,-2.08,1.78,41.9,1.53
1.48,1.71,4.65,-9.97,1.85,18.38,-1.72
2.04,1.66,4.62,-13.21,2.01,18.11,-1.67
1.42,1.64,3.95,-7.37,1.46,25.38,-1.74
1.51,1.72,4.5,3.2,1.46,21.01,-1.75
1.7,1.8,4.5,-3.26,1.27,37.21,-1.69
1.64,1.73,4.43,5.56,1.43,21.8,-1.69
1.38,1.8,4.49,8.18,1.32,22.02,-1.69
1.48,1.51,4.35,0.57,1.83,14.93,1.93
1.47,1.68,3.88,3.37,1.78,15.14,1.97
1.46,1.74,3.99,-0.72,1.7,7.72,2.1
1.42,1.68,4.29,2.68,1.82,20.19,1.95
1.36,1.4,3.8,5.55,1.83,27.07,1.96
1.44,1.65,2.96,10.61,1.91,39.61,1.87
1.66,1.67,4.49,-3.71,1.69,13.81,1.56
1.56,1.72,3.09,-20.22,1.89,37.43,-1.57
1.46,1.59,4.12,-4.08,1.66,33.38,1.58
1.57,1.57,3.32,-20.24,1.81,55.45,-1.53
1.57,1.2,5.24,-19.85,1.83,60.2,1.6
1.41,1.69,4.36,-4.2,1.71,75.71,1.57
1.72,1.66,4.32,-4.23,1.81,52.31,1.56
1.62,1.63,4.5,-0.25,1.68,34.06,-1.55
1.61,1.74,4.06,-4.6,1.8,5.23,1.54
1.77,1.77,5.1,4.33,1.83,19.19,-1.52
1.39,1.55,3.65,-4.51,1.87,10.21,1.59
1.46,1.63,3.92,-4.43,1.86,14.73,1.6
1.47,1.66,3.76,-2.7,2.04,41.61,1.66
1.41,1.66,3.86,4.72,1.87,25.44,-1.52
1.59,1.59,3.34,5.04,1.91,31.05,-1.53
1.47,1.6,3.7,5.41,1.94,36.27,-1.51
1.45,1.6,3.2,0.19,2.22,68.33,1.7
1.45,1.62,3.83,-10.13,2.0,37.98,1.4
1.41,1.64,3.77,2.54,1.68,10.96,-1.57
1.43,1.76,3.97,-4.93,2.14,36.12,1.59
1.49,1.61,3.94,-5.07,2.04,15.34,1.59
1.48,1.66,3.9,-5.04,2.06,20.38,1.61
1.31,1.58,4.23,-5.46,1.93,7.35,1.6
1.66,1.73,3.05,0.2,1.67,9.42,-1.57
1.47,1.72,4.39,-11.3,1.9,25.94,1.58
1.46,1.86,4.01,-14.84,2.46,64.43,1.61
1.54,1.63,3.67,-0.51,1.86,49.85,-1.58
1.45,1.59,3.59,-3.03,1.76,13.35,1.57
1.48,1.47,3.7,2.95,1.59,1.67,-1.6
1.64,1.64,3.89,2.73,1.69,6.01,-1.59
1.69,1.39,2.65,2.61,1.71,9.97,-1.63
1.5,1.59,3.79,2.56,1.7,19.65,-1.61
1.49,1.57,4.07,2.33,1.76,34.96,-1.56
1.57,1.59,3.75,2.53,1.73,24.77,-1.58
1.52,1.51,3.94,-12.44,2.32,39.49,-0.03
1.58,1.56,4.24,-18.05,2.43,39.45,0.01
1.49,1.55,3.93,2.22,1.92,53.43,-1.61
1.43,1.55,3.91,-0.2,1.55,29.39,-1.44
1.44,1.58,3.35,-4.5,1.36,32.9,1.64
1.74,1.71,4.41,-4.45,1.4,37.28,1.57
1.26,1.6,3.56,-0.87,1.34,39.25,-1.6
1.37,1.63,3.57,-3.55,1.26,47.51,-1.59
1.65,1.67,3.64,0.17,1.77,44.75,-1.57
1.41,1.53,3.98,-8.66,1.96,23.21,1.53
1.56,1.71,4.5,-8.11,2.03,9.22,-0.02
1.44,1.52,3.5,-7.97,2.22,44.08,3.13
1.42,1.68,3.93,-22.14,1.76,45.95,-1.55
2.48,1.81,4.73,-28.14,1.67,47.38,-1.57
1.64,1.83,3.65,-22.42,1.67,50.81,1.59
1.62,1.63,4.5,-0.51,1.61,26.85,-1.58
1.49,1.71,3.58,2.85,1.6,4.04,-1.59
1.39,1.81,3.46,-4.21,1.94,10.28,-1.62
1.47,1.55,3.37,2.64,1.67,14.27,-1.59
1.72,1.8,4.16,-4.53,2.06,19.57,-1.57
1.62,1.66,3.81,-4.89,2.18,33.48,1.55
1.46,1.67,4.92,-5.36,2.34,49.54,1.57
1.51,1.84,4.1,3.31,2.16,70.24,-1.52
1.61,1.67,3.62,2.71,1.8,30.04,-1.59
1.6,1.76,3.84,-0.78,1.08,35.2,-1.59
1.61,1.61,3.68,-8.38,1.55,8.98,-1.58
1.43,1.64,3.99,-4.66,1.53,10.54,-1.56
1.4,1.66,4.07,-8.53,1.44,17.9,-1.57
1.35,1.57,3.72,-4.58,1.37,19.89,-1.57
1.44,1.58,3.66,-9.12,1.3,27.78,-1.58
1.49,1.64,3.95,-5.45,1.26,28.03,-1.58
1.6,1.66,3.82,-12.13,1.45,18.77,-1.58
1.52,1.55,3.79,-3.57,1.74,23.0,1.56
1.48,1.62,3.21,-3.57,1.89,47.63,1.58
1.55,1.51,3.75,-3.62,2.21,80.42,1.57
